META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-04 22:22:48 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 4/5; 4/5; 5/6; 17/20; 31/40; 4/5; 4/5; 8/11; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 4/5; 5/6; 5/6; 9/10; 9/11; 4/5; ; 5/6; 5/6; 5/6; ; 5/6; 4/5; 5/6
Draw; 9/4; 2; 2; 2; 41/20; 21/10; 2; 2; 21/10; 2; 21/10; 2; 21/10; 41/20; 2; 2; 11/5; 21/10; 85/40; 21/10; 39/19; ; 85/40; 21/10; 21/10; ; 19/10; 2; 21/10
Reus Deportiu; 4; 4; 19/5; 19/5; 7/2; 4; 4; 7/2; 43/10; 19/5; 4; 4; 15/4; 19/5; 17/4; 4; 4; 54/13; 23/5; 15/4; 17/4; ; 22/5; 4; 21/5; ; 4; 7/2; 22/5
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-12 10:25:30 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 4/5; 4/5; 5/6; 17/20; 31/40; 4/5; 4/5; 8/11; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 4/5; 5/6; 5/6; 9/10; 9/11; 4/5; ; 5/6; 5/6; 5/6; ; 5/6; 4/5; 5/6
Draw; 9/4; 2; 2; 2; 41/20; 21/10; 2; 2; 21/10; 2; 21/10; 2; 21/10; 41/20; 2; 2; 11/5; 21/10; 85/40; 21/10; 39/19; ; 85/40; 21/10; 21/10; ; 19/10; 2; 21/10
Reus Deportiu; 4; 4; 15/4; 19/5; 7/2; 4; 4; 7/2; 43/10; 15/4; 4; 4; 15/4; 19/5; 17/4; 4; 4; 54/13; 23/5; 15/4; 17/4; ; 22/5; 4; 21/5; ; 4; 7/2; 22/5
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-12 14:25:29 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 4/5; 4/5; 5/6; 17/20; 4/5; 4/5; 4/5; 8/11; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 4/5; 11/13; 5/6; 9/10; 9/11; 4/5; ; 5/6; 5/6; 5/6; ; 5/6; 4/5; 5/6
Draw; 9/4; 2; 2; 2; 39/20; 21/10; 2; 2; 21/10; 2; 21/10; 2; 21/10; 41/20; 2; 2; 21/10; 21/10; 85/40; 21/10; 39/19; ; 85/40; 21/10; 21/10; ; 19/10; 2; 21/10
Reus Deportiu; 4; 4; 15/4; 19/5; 7/2; 4; 4; 7/2; 43/10; 15/4; 4; 4; 15/4; 19/5; 17/4; 4; 4; 54/13; 23/5; 15/4; 17/4; ; 22/5; 4; 21/5; ; 4; 7/2; 22/5
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-12 18:25:16 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 4/5; 4/5; 5/6; 17/20; 4/5; 4/5; 4/5; 8/11; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 4/5; 11/13; 5/6; 9/10; 9/11; 4/5; ; 5/6; 5/6; 5/6; ; 5/6; 4/5; 5/6
Draw; 9/4; 2; 2; 2; 39/20; 21/10; 2; 2; 21/10; 2; 21/10; 2; 21/10; 41/20; 2; 2; 21/10; 21/10; 43/20; 21/10; 39/19; ; 85/40; 21/10; 21/10; ; 2; ; 21/10
Reus Deportiu; 4; 4; 15/4; 19/5; 7/2; 4; 4; 7/2; 43/10; 15/4; 4; 4; 15/4; 19/5; 17/4; 4; 4; 54/13; 9/2; 15/4; 17/4; ; 22/5; 4; 21/5; ; 4; 7/2; 22/5
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-12 22:25:06 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 4/5; 4/5; 5/6; 17/20; 4/5; 4/5; 4/5; 8/11; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 4/5; 11/13; 5/6; 9/10; 9/11; 4/5; ; 5/6; 5/6; 5/6; ; 5/6; 4/5; 5/6
Draw; 9/4; 2; 2; 2; 39/20; 21/10; 2; 2; 21/10; 2; 21/10; 2; 21/10; 41/20; 2; 2; 21/10; 21/10; 43/20; 21/10; 39/19; ; 85/40; 21/10; 21/10; ; 2; ; 21/10
Reus Deportiu; 4; 4; 15/4; 19/5; 7/2; 4; 4; 7/2; 43/10; 15/4; 4; 4; 15/4; 19/5; 17/4; 4; 4; 54/13; 9/2; 15/4; 17/4; ; 22/5; 4; 21/5; ; 4; 3; 22/5
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-13 02:24:51 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 17/20; 5/6; 11/13; 17/20; 4/5; 4/5; 4/5; 8/11; 4/5; 17/20; 5/6; 5/6; 17/20; 17/20; 5/6; 5/6; 11/13; 5/6; 89/100; 7/8; 4/5; ; 17/20; 5/6; 5/6; ; 5/6; 5/6; 5/6
Draw; 11/5; 2; 2; 2; 39/20; 21/10; 2; 2; 21/10; 2; 21/10; 2; 21/10; 2; 2; 2; 21/10; 39/19; 85/40; 21/10; 39/19; ; 85/40; 21/10; 39/19; ; 2; 2; 21/10
Reus Deportiu; 15/4; 15/4; 15/4; 19/5; 7/2; 4; 4; 7/2; 43/10; 15/4; 4; 4; 7/2; 15/4; 17/4; 15/4; 4; 21/5; 47/10; 38/11; 17/4; ; 17/4; 9/2; 17/4; ; 22/5; 7/2; 23/5
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-13 10:25:06 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 17/20; 5/6; 13/15; 17/20; 4/5; 5/6; 5/6; 4/5; 4/5; 20/23; 5/6; 20/23; 10/11; 9/10; 5/6; 17/20; 11/13; 13/15; 93/100; 11/12; 4/5; ; 9/10; 9/10; 13/15; ; 10/11; 5/6; 10/11
Draw; 11/5; 2; 2; 2; 15/8; 2; 2; 15/8; 21/10; 2; 21/10; 2; 21/10; 2; 2; 2; 2; 39/19; 107/50; 39/19; 39/19; ; 21/10; 21/10; 39/19; ; 2; 2; 21/10
Reus Deportiu; 15/4; 15/4; 18/5; 19/5; 15/4; 15/4; 7/2; 7/2; 43/10; 18/5; 4; 7/2; 10/3; 7/2; 17/4; 15/4; 17/4; 77/19; 43/10; 33/10; 17/4; ; 4; 4; 41/10; ; 4; 4; 21/5
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-13 14:26:18 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 17/20; 5/6; 10/11; 19/20; 4/5; 5/6; 5/6; 4/5; 11/13; 10/11; 5/6; 20/23; 10/11; 10/11; 5/6; 17/20; 11/13; 10/11; 99/100; 22/23; 11/13; ; 37/40; 10/11; 10/11; ; 10/11; 10/11; 20/21
Draw; 11/5; 2; 2; 19/10; 15/8; 2; 2; 15/8; 21/10; 2; 21/10; 2; 2; 2; 2; 2; 2; 39/19; 103/50; 39/19; 39/19; ; 21/10; 2; 39/19; ; 2; 19/10; 2
Reus Deportiu; 15/4; 15/4; 10/3; 7/2; 15/4; 15/4; 7/2; 7/2; 39/10; 10/3; 4; 7/2; 10/3; 17/5; 17/4; 15/4; 17/4; 19/5; 41/10; 41/13; 19/5; ; 19/5; 4; 19/5; ; 4; 7/2; 4
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-13 18:24:49 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 17/20; 5/6; 19/20; 19/20; 17/20; 5/6; 5/6; 4/5; 9/10; 19/20; 10/11; 10/11; 19/20; 19/20; 5/6; 10/11; 9/10; 10/11; 51/50; 28/29; 8/9; ; 20/21; 10/11; 10/11; ; 10/11; 10/11; 20/21
Draw; 2; 19/10; 19/10; 19/10; 37/20; 2; 15/8; 15/8; 2; 19/10; 2; 19/10; 2; 19/10; 2; 19/10; 2; 37/19; 199/100; 2; 37/19; ; 2; 2; 37/19; ; 19/10; 19/10; 19/10
Reus Deportiu; 17/4; 15/4; 17/5; 7/2; 7/2; 15/4; 4; 7/2; 39/10; 17/5; 4; 15/4; 10/3; 7/2; 17/4; 15/4; 4; 77/19; 41/10; 16/5; 19/5; ; 4; 4; 41/10; ; 21/5; 21/5; 21/5
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-13 22:24:55 GMT+2; 2017-11-13 20:00; In Play; Xlenovo
Cadiz; 5/6; 4/5; 5/6; 4/5; 7/8; ; 5/6; 4/5; 3/4; 20/23; 5/6; 4/5; ; 4/5; 5/6; 5/6; 13/15; 4/5; ; ; 3/4; ; 5/6; 5/6; 4/5; ; ; 5/6; 5/6
Draw; 15/8; 7/4; 7/4; 9/5; 8/5; ; 9/5; 13/8; 37/19; 17/10; 15/8; 7/4; ; 9/5; 7/4; 7/4; 8/5; 24/13; ; ; 37/19; ; 9/5; 19/10; 19/10; ; ; 19/10; 19/10
Reus Deportiu; 9/2; 9/2; 9/2; 24/5; 4; ; 9/2; 5; 51/10; 9/2; 5; 9/2; ; 19/4; 17/4; 9/2; 9/2; 63/13; ; ; 51/10; ; 5; 5; 49/10; ; ; 27/5; 26/5
