META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-09 12:03:18 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Alaves; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; 16; ; ; ; 11; ; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-10 06:24:28 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; 1/6; ; ; ; ; ; ; ; 1/6; ; ; ; 2/11; ; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; 13/2; ; ; ; 13/2; ; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; 16; ; ; ; 11; ; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-10 10:25:33 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; 1/6; ; ; ; ; ; ; ; 1/6; ; ; ; 2/11; ; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; 13/2; ; ; ; 13/2; ; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; 16; ; ; ; 11; ; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-10 14:25:27 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; 1/6; ; ; ; ; ; ; ; 1/6; ; ; ; 2/11; ; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; 13/2; ; ; ; 13/2; ; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; 16; ; ; ; 11; ; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-10 18:27:06 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; 1/6; ; ; ; ; ; ; ; 1/6; ; ; ; 2/11; ; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; 13/2; ; ; ; 13/2; ; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; 16; ; ; ; 11; ; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-10 22:27:07 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; 1/6; ; ; ; ; ; 2/13; ; 1/6; ; ; ; 2/11; ; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; ; 13/2; ; ; ; ; ; 13/2; ; 13/2; ; ; ; 13/2; ; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; ; 14; ; ; ; ; ; 16; ; 16; ; ; ; 11; ; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-11 02:27:04 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; 1/6; ; ; ; ; ; 2/13; ; 1/6; ; ; ; 2/11; ; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; ; 13/2; ; ; ; ; ; 13/2; ; 13/2; ; ; ; 13/2; ; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; ; 14; ; ; ; ; ; 16; ; 16; ; ; ; 11; ; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-11 06:25:00 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; 1/6; ; ; ; ; ; 2/13; ; 1/6; ; ; ; 2/11; ; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; ; 13/2; ; ; ; ; ; 13/2; ; 13/2; ; ; ; 13/2; ; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; ; 14; ; ; ; ; ; 16; ; 16; ; ; ; 11; ; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-11 10:27:31 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; 1/6; 1/6; ; ; ; ; ; 2/13; ; 1/6; ; ; ; 2/11; ; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; 6; 13/2; ; ; ; ; ; 13/2; ; 13/2; ; ; ; 13/2; ; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; 11; 14; ; ; ; ; ; 16; ; 16; ; ; ; 11; ; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-11 14:33:17 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; ; ; 2/11; ; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; ; ; 13/2; ; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; ; ; 11; ; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-11 18:25:23 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; ; ; 2/11; ; ; ; 2/11; 1/200; ; ; ; 
Draw; ; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; ; ; 13/2; ; ; ; 13/2; 50; ; ; ; 
Alaves; ; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; ; ; 11; ; ; ; 11; 125; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-11 22:30:31 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; ; ; 2/11; ; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; ; ; 13/2; ; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; ; ; 11; ; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-12 02:28:48 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; ; ; 2/11; ; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; ; ; 13/2; ; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; ; ; 11; ; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-12 06:25:41 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; ; ; 2/11; ; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; ; ; 13/2; ; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; ; ; 11; ; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-12 10:26:17 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; ; ; 2/11; ; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; ; ; 13/2; ; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; ; ; 11; ; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-12 14:26:36 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; ; ; 2/11; ; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; ; ; 13/2; ; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; ; ; 11; ; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-12 18:25:03 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; ; ; 2/11; ; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; ; ; 13/2; ; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; ; ; 11; ; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-12 22:26:05 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; 3/19; ; 2/11; 3/19; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; 13/2; ; 13/2; 13/2; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; 23/2; ; 11; 23/2; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-13 02:25:08 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; 3/19; ; 2/11; 3/19; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; 13/2; ; 13/2; 13/2; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; 23/2; ; 11; 23/2; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-13 06:24:17 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; 3/19; ; 2/11; 3/19; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; 13/2; ; 13/2; 13/2; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; 23/2; ; 11; 23/2; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-13 10:24:57 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; 3/19; ; 2/11; 3/19; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; 13/2; ; 13/2; 13/2; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; 23/2; ; 11; 23/2; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-13 14:26:07 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; 3/19; ; 2/11; 3/19; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; 13/2; ; 13/2; 13/2; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; 23/2; ; 11; 23/2; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-13 18:28:04 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; 3/19; ; 2/11; 3/19; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; 13/2; ; 13/2; 13/2; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; 23/2; ; 11; 23/2; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-13 22:28:07 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; 3/19; ; 2/11; 3/19; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; 13/2; ; 13/2; 13/2; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; 23/2; ; 11; 23/2; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-14 02:26:48 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; 3/19; ; 2/11; 3/19; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; 13/2; ; 13/2; 13/2; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; 23/2; ; 11; 23/2; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-14 06:25:55 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; 3/19; ; 2/11; 3/19; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; 13/2; ; 13/2; 13/2; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; 23/2; ; 11; 23/2; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-14 10:26:37 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; 3/19; ; 2/11; 3/19; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; 13/2; ; 13/2; 13/2; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; 23/2; ; 11; 23/2; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-14 14:27:15 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; 3/19; ; 2/11; 3/19; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; 13/2; ; 13/2; 13/2; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; 23/2; ; 11; 23/2; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-14 18:28:43 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; 3/19; 2/11; 2/11; 3/19; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; 13/2; 6; 13/2; 13/2; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; 23/2; 23/2; 11; 23/2; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-14 22:28:43 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; 3/19; 2/11; 2/11; 3/19; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; 13/2; 6; 13/2; 13/2; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; 23/2; 23/2; 11; 23/2; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-15 02:27:20 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; 3/19; 2/11; 2/11; 3/19; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; 13/2; 6; 13/2; 13/2; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; 23/2; 23/2; 11; 23/2; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-15 06:24:26 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; ; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; 3/19; 2/11; 2/11; 3/19; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; 13/2; 6; 13/2; 13/2; ; ; 13/2; ; ; ; ; 
Alaves; ; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; 23/2; 23/2; 11; 23/2; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-15 10:24:52 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; 3/19; 2/11; 2/11; 3/19; ; ; 2/11; ; ; ; ; 
Draw; 13/2; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; 13/2; 6; 13/2; 13/2; ; ; 13/2; ; ; ; ; 
Alaves; 12; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; 23/2; 23/2; 11; 23/2; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-15 14:25:58 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; 2/13; 2/11; 2/11; 2/13; ; ; 2/11; ; ; ; ; 
Draw; 13/2; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; 13/2; 6; 13/2; 13/2; ; ; 13/2; ; ; ; ; 
Alaves; 12; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; 49/4; 23/2; 11; 49/4; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-15 18:23:49 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; 2/13; 2/11; 2/11; ; ; ; 2/11; ; ; ; ; 
Draw; 13/2; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; 13/2; 6; 13/2; ; ; ; 13/2; ; ; ; ; 
Alaves; 12; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; 49/4; 23/2; 11; ; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-15 22:25:15 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; 2/13; 2/11; 2/11; 2/13; ; ; 2/11; ; ; ; ; 
Draw; 13/2; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; 13/2; 6; 13/2; 13/2; ; ; 13/2; ; ; ; ; 
Alaves; 12; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; 49/4; 23/2; 11; 49/4; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-16 02:26:26 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; 2/13; 2/11; 2/11; 2/13; ; ; 2/11; ; ; ; ; 
Draw; 13/2; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; 13/2; 6; 13/2; 13/2; ; ; 13/2; ; ; ; ; 
Alaves; 12; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; 49/4; 23/2; 11; 49/4; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-16 06:24:01 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; 2/13; 2/11; 2/11; 2/13; ; ; 2/11; ; ; ; ; 
Draw; 13/2; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; 13/2; 6; 13/2; 13/2; ; ; 13/2; ; ; ; ; 
Alaves; 12; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; 49/4; 23/2; 11; 49/4; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-16 10:25:01 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; ; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/6; ; 2/13; 2/11; 2/11; 2/13; ; ; 2/11; ; ; ; ; 
Draw; 13/2; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; 13/2; 6; 13/2; 13/2; ; ; 13/2; ; ; ; ; 
Alaves; 12; ; ; ; ; 11; 14; ; ; ; ; ; ; ; 16; ; 49/4; 23/2; 11; 49/4; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-16 14:25:56 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; ; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/6; ; 1/7; 2/11; 2/11; 1/7; ; ; 2/11; ; ; ; ; 
Draw; 13/2; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; 13/2; 6; 13/2; 13/2; ; ; 13/2; ; ; ; ; 
Alaves; 12; ; ; ; ; 11; 16; ; ; ; ; ; ; ; 16; ; 53/4; 23/2; 11; 53/4; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-16 18:24:41 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; ; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/6; ; 1/7; 2/11; 2/11; 1/7; ; ; 2/11; ; ; ; ; 
Draw; 13/2; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; 13/2; 6; 13/2; 13/2; ; ; 13/2; ; ; ; ; 
Alaves; 12; ; ; ; ; 11; 16; ; ; ; ; ; ; ; 16; ; 55/4; 23/2; 11; 55/4; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-16 22:26:10 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; ; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/6; ; 1/7; 2/11; 2/11; 1/7; ; ; 2/11; ; ; ; ; 
Draw; 13/2; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; 13/2; 6; 13/2; 13/2; ; ; 13/2; ; ; ; ; 
Alaves; 12; ; ; ; ; 11; 16; ; ; ; ; ; ; ; 16; ; 55/4; 23/2; 11; 53/4; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-17 02:28:16 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; ; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/6; ; 1/7; 2/11; 2/11; 1/7; ; ; 2/11; ; ; ; ; 
Draw; 13/2; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; 13/2; 6; 13/2; 13/2; ; ; 13/2; ; ; ; ; 
Alaves; 12; ; ; ; ; 11; 16; ; ; ; ; ; ; ; 16; ; 53/4; 23/2; 11; 53/4; ; ; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-17 06:24:17 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; ; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/6; ; 1/7; 2/11; 2/11; 1/7; ; ; 2/11; ; ; ; ; 
Draw; 13/2; ; ; ; ; 6; 13/2; ; ; ; ; ; ; ; 13/2; ; 13/2; 6; 13/2; 13/2; ; ; 13/2; ; ; ; ; 
