META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-23 20:27:17 GMT+2; 2017-01-04 19:00; e70300-dr003
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-25 04:26:16 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; ; ; 31/20; ; 6/4; 31/20; ; 6/4; ; ; ; ; ; ; ; 16/11; ; ; ; 16/11; 167/100; ; ; ; ; ; ; 
Osasuna; 7/4; ; ; 9/5; ; 8/5; 9/5; ; 9/5; ; ; ; ; ; ; ; 17/10; ; ; ; 17/10; 183/100; ; ; ; ; ; ; 
Draw; 23/10; ; ; 11/5; ; 23/10; 9/4; ; 23/10; ; ; ; ; ; ; ; 11/5; ; ; ; 11/5; 23/10; ; ; ; ; ; ; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-25 08:26:20 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; ; ; 31/20; ; 6/4; 31/20; ; 6/4; ; ; ; ; ; ; ; 16/11; ; ; ; 16/11; 167/100; ; ; ; ; ; ; 
Osasuna; 7/4; ; ; 9/5; ; 8/5; 9/5; ; 9/5; ; ; ; ; ; ; ; 17/10; ; ; ; 17/10; 183/100; ; ; ; ; ; ; 
Draw; 23/10; ; ; 11/5; ; 23/10; 9/4; ; 23/10; ; ; ; ; ; ; ; 11/5; ; ; ; 11/5; 23/10; ; ; ; ; ; ; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-25 12:26:18 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; ; ; 31/20; ; 6/4; 31/20; ; 6/4; ; ; ; ; ; ; ; 16/11; ; ; ; 16/11; 167/100; ; ; ; ; ; ; 
Osasuna; 7/4; ; ; 9/5; ; 8/5; 9/5; ; 9/5; ; ; ; ; ; ; ; 17/10; ; ; ; 17/10; 183/100; ; ; ; ; ; ; 
Draw; 23/10; ; ; 11/5; ; 23/10; 9/4; ; 23/10; ; ; ; ; ; ; ; 9/4; ; ; ; 9/4; 23/10; ; ; ; ; ; ; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-25 20:26:53 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; ; ; 31/20; ; 6/4; 31/20; ; 8/5; ; ; ; ; ; 8/5; ; 6/4; ; ; ; 6/4; 167/100; 7/5; ; ; ; ; ; 
Osasuna; 7/4; ; ; 19/10; ; 7/4; 9/5; ; 9/5; ; ; ; ; ; 7/4; ; 7/4; ; ; ; 7/4; 183/100; 6/4; ; ; ; ; ; 
Draw; 23/10; ; ; 2; ; 9/4; 11/5; ; 11/5; ; ; ; ; ; 23/10; ; 21/10; ; ; ; 21/10; 23/10; 9/4; ; ; ; ; ; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-26 00:27:14 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; ; ; 31/20; ; 29/20; 31/20; ; 8/5; ; ; ; ; ; 8/5; ; 6/4; ; ; ; 6/4; 167/100; 7/5; ; ; ; ; ; 
Osasuna; 7/4; ; ; 19/10; ; 9/5; 9/5; ; 9/5; ; ; ; ; ; 7/4; ; 7/4; ; ; ; 7/4; 183/100; 6/4; ; ; ; ; ; 
Draw; 23/10; ; ; 2; ; 9/4; 11/5; ; 11/5; ; ; ; ; ; 23/10; ; 21/10; ; ; ; 21/10; 23/10; 9/4; ; ; ; ; ; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-26 04:27:01 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; ; ; 31/20; ; 29/20; 31/20; ; 8/5; ; ; ; ; ; 8/5; ; 6/4; ; ; ; 6/4; 167/100; 7/5; ; ; ; ; ; 
Osasuna; 7/4; ; ; 19/10; ; 9/5; 9/5; ; 9/5; ; ; ; ; ; 7/4; ; 7/4; ; ; ; 7/4; 183/100; 6/4; ; ; ; ; ; 
Draw; 23/10; ; ; 2; ; 9/4; 11/5; ; 11/5; ; ; ; ; ; 23/10; ; 21/10; ; ; ; 21/10; 23/10; 9/4; ; ; ; ; ; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-26 08:27:17 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; ; ; 31/20; ; 29/20; 31/20; ; 8/5; ; ; ; ; ; 8/5; ; 6/4; ; ; ; 6/4; 167/100; 7/5; ; ; ; ; ; 
Osasuna; 7/4; ; ; 19/10; ; 9/5; 9/5; ; 9/5; ; ; ; ; ; 7/4; ; 7/4; ; ; ; 7/4; 183/100; 6/4; ; ; ; ; ; 
Draw; 23/10; ; ; 2; ; 9/4; 11/5; ; 11/5; ; ; ; ; ; 23/10; ; 21/10; ; ; ; 21/10; 23/10; 9/4; ; ; ; ; ; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-26 12:29:07 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; ; ; 31/20; ; 29/20; 31/20; ; 8/5; ; ; ; ; ; 8/5; ; 6/4; ; ; ; 6/4; 167/100; 7/5; ; ; ; ; ; 
Osasuna; 7/4; ; ; 19/10; ; 9/5; 9/5; ; 9/5; ; ; ; ; ; 7/4; ; 7/4; ; ; ; 7/4; 183/100; 6/4; ; ; ; ; ; 
Draw; 23/10; ; ; 2; ; 9/4; 11/5; ; 11/5; ; ; ; ; ; 23/10; ; 21/10; ; ; ; 21/10; 23/10; 9/4; ; ; ; ; ; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-26 16:29:11 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; ; ; 31/20; ; 29/20; 31/20; ; 8/5; ; 29/20; 6/4; ; ; 8/5; ; 6/4; ; ; ; 6/4; 167/100; 7/5; ; ; ; ; ; 
Osasuna; 7/4; ; ; 19/10; ; 9/5; 9/5; ; 9/5; ; 7/4; 15/8; ; ; 7/4; ; 7/4; ; ; ; 7/4; 183/100; 6/4; ; ; ; ; ; 
Draw; 23/10; ; ; 2; ; 9/4; 11/5; ; 11/5; ; 2; 11/5; ; ; 23/10; ; 21/10; ; ; ; 21/10; 23/10; 9/4; ; ; ; ; ; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-26 20:27:42 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; ; ; 31/20; 8/5; 29/20; 31/20; ; 8/5; ; 29/20; 6/4; ; ; 8/5; ; 6/4; ; ; ; 6/4; 167/100; 7/5; ; ; ; ; ; 
Osasuna; 7/4; ; ; 19/10; 9/5; 9/5; 9/5; ; 9/5; ; 7/4; 15/8; ; ; 7/4; ; 7/4; ; ; ; 7/4; 183/100; 6/4; ; ; ; ; ; 
Draw; 23/10; ; ; 2; 9/4; 9/4; 11/5; ; 11/5; ; 2; 11/5; ; ; 23/10; ; 21/10; ; ; ; 21/10; 23/10; 9/4; ; ; ; ; ; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-27 00:27:24 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; ; ; 31/20; 8/5; 29/20; 31/20; ; 8/5; ; 29/20; 6/4; ; ; 8/5; ; 6/4; ; ; ; 6/4; 167/100; 7/5; ; ; ; ; ; 
Osasuna; 7/4; ; ; 19/10; 9/5; 9/5; 9/5; ; 9/5; ; 7/4; 15/8; ; ; 7/4; ; 7/4; ; ; ; 7/4; 183/100; 6/4; ; ; ; ; ; 
Draw; 23/10; ; ; 2; 9/4; 9/4; 11/5; ; 11/5; ; 2; 11/5; ; ; 23/10; ; 21/10; ; ; ; 21/10; 23/10; 9/4; ; ; ; ; ; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-27 04:25:45 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; ; ; 31/20; 8/5; 29/20; 31/20; ; 8/5; ; 29/20; 6/4; ; ; 8/5; ; 16/11; ; ; ; 16/11; 167/100; 7/5; ; ; ; ; ; 
Osasuna; 7/4; ; ; 19/10; 9/5; 9/5; 9/5; ; 9/5; ; 7/4; 15/8; ; ; 7/4; ; 7/4; ; ; ; 7/4; 183/100; 6/4; ; ; ; ; ; 
Draw; 23/10; ; ; 2; 9/4; 9/4; 11/5; ; 11/5; ; 2; 11/5; ; ; 23/10; ; 21/10; ; ; ; 21/10; 23/10; 9/4; ; ; ; ; ; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-27 08:26:03 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; ; ; 31/20; 8/5; 29/20; 31/20; ; 8/5; ; 29/20; 6/4; ; ; 8/5; ; 16/11; ; ; ; 16/11; 167/100; 7/5; ; ; ; ; ; 
Osasuna; 7/4; ; ; 19/10; 9/5; 9/5; 9/5; ; 9/5; ; 7/4; 15/8; ; ; 7/4; ; 7/4; ; ; ; 7/4; 183/100; 6/4; ; ; ; ; ; 
Draw; 23/10; ; ; 2; 9/4; 9/4; 11/5; ; 11/5; ; 2; 11/5; ; ; 23/10; ; 21/10; ; ; ; 21/10; 23/10; 9/4; ; ; ; ; ; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-27 12:26:03 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; ; ; 31/20; 8/5; 29/20; 31/20; ; 8/5; ; 29/20; 6/4; ; ; 8/5; ; 16/11; ; ; ; 16/11; 167/100; 7/5; ; ; ; ; ; 
Osasuna; 7/4; ; ; 19/10; 9/5; 9/5; 9/5; ; 9/5; ; 7/4; 15/8; ; ; 7/4; ; 7/4; ; ; ; 7/4; 183/100; 6/4; ; ; ; ; ; 
Draw; 23/10; ; ; 2; 9/4; 9/4; 11/5; ; 11/5; ; 2; 11/5; ; ; 23/10; ; 21/10; ; ; ; 21/10; 23/10; 9/4; ; ; ; ; ; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-27 16:26:54 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; ; ; 31/20; 8/5; 6/4; 31/20; ; 8/5; ; 29/20; 6/4; ; ; 8/5; ; 6/4; 8/5; 16/11; 8/5; 6/4; 167/100; 7/5; 8/5; ; ; ; ; 
Osasuna; 7/4; ; ; 19/10; 15/8; 9/5; 9/5; ; 9/5; ; 7/4; 15/8; ; ; 2; ; 9/5; 7/4; 9/5; 7/4; 9/5; 183/100; 6/4; 7/4; ; ; ; ; 
Draw; 23/10; ; ; 2; 21/10; 11/5; 11/5; ; 11/5; ; 2; 11/5; ; ; 2; ; 2; 11/5; 9/4; 11/5; 2; 23/10; 9/4; 11/5; ; ; ; ; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-27 20:27:39 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; ; ; 31/20; 8/5; 6/4; 31/20; ; 8/5; ; 29/20; 6/4; ; ; 8/5; ; 6/4; 8/5; 16/11; 8/5; 6/4; 167/100; 7/5; 8/5; ; ; ; ; 
Osasuna; 7/4; ; ; 19/10; 15/8; 9/5; 9/5; ; 9/5; ; 7/4; 15/8; ; ; 2; ; 9/5; 7/4; 9/5; 7/4; 9/5; 183/100; 6/4; 7/4; ; ; ; ; 
Draw; 23/10; ; ; 2; 21/10; 11/5; 11/5; ; 11/5; ; 2; 11/5; ; ; 2; ; 2; 11/5; 9/4; 11/5; 2; 23/10; 9/4; 11/5; ; ; ; ; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-28 00:27:12 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; 13/8; ; 31/20; 8/5; 6/4; 31/20; ; 8/5; ; 29/20; 6/4; ; ; 8/5; ; 6/4; 8/5; 16/11; 8/5; 6/4; 167/100; 7/5; 8/5; ; ; ; ; 
Osasuna; 7/4; 9/5; ; 19/10; 15/8; 9/5; 9/5; ; 9/5; ; 7/4; 15/8; ; ; 2; ; 9/5; 7/4; 9/5; 7/4; 9/5; 183/100; 6/4; 7/4; ; ; ; ; 
Draw; 23/10; 11/5; ; 2; 21/10; 11/5; 11/5; ; 11/5; ; 2; 11/5; ; ; 2; ; 39/19; 11/5; 9/4; 11/5; 39/19; 23/10; 9/4; 11/5; ; ; ; ; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-28 04:27:11 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; 13/8; ; 31/20; 8/5; 6/4; 31/20; ; 8/5; ; 29/20; 6/4; ; ; 8/5; ; 6/4; 8/5; 16/11; 8/5; 6/4; 167/100; 7/5; 8/5; ; ; ; ; 
Osasuna; 7/4; 9/5; ; 19/10; 15/8; 9/5; 9/5; ; 9/5; ; 7/4; 15/8; ; ; 2; ; 9/5; 7/4; 9/5; 7/4; 9/5; 183/100; 6/4; 7/4; ; ; ; ; 
Draw; 23/10; 11/5; ; 2; 21/10; 11/5; 11/5; ; 11/5; ; 2; 11/5; ; ; 2; ; 39/19; 11/5; 9/4; 11/5; 39/19; 23/10; 9/4; 11/5; ; ; ; ; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-28 08:26:55 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; 13/8; ; 31/20; 8/5; 6/4; 31/20; ; 8/5; ; 29/20; 6/4; ; ; 8/5; ; 6/4; 8/5; 16/11; 8/5; 6/4; 167/100; 7/5; 8/5; ; ; ; ; 
Osasuna; 7/4; 9/5; ; 19/10; 15/8; 9/5; 9/5; ; 9/5; ; 7/4; 15/8; ; ; 2; ; 9/5; 7/4; 9/5; 7/4; 9/5; 183/100; 6/4; 7/4; ; ; ; ; 
Draw; 23/10; 11/5; ; 2; 21/10; 11/5; 11/5; ; 11/5; ; 2; 11/5; ; ; 2; ; 2; 11/5; 9/4; 11/5; 2; 23/10; 9/4; 11/5; ; ; ; ; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-28 12:27:47 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; 13/8; ; 31/20; 8/5; 6/4; 31/20; ; 8/5; 6/4; 29/20; 6/4; ; ; 8/5; ; 6/4; 8/5; 16/11; 8/5; 6/4; 167/100; 7/5; 8/5; ; ; ; ; 
Osasuna; 7/4; 9/5; ; 19/10; 15/8; 9/5; 9/5; ; 9/5; 19/10; 7/4; 15/8; ; ; 2; ; 9/5; 7/4; 9/5; 7/4; 9/5; 183/100; 6/4; 7/4; ; ; ; ; 
Draw; 23/10; 11/5; ; 2; 21/10; 11/5; 11/5; ; 11/5; 2; 2; 11/5; ; ; 2; ; 39/19; 11/5; 9/4; 11/5; 39/19; 23/10; 9/4; 11/5; ; ; ; ; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-28 16:27:26 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; 6/4; ; 31/20; 8/5; 6/4; 31/20; ; 8/5; 6/4; 29/20; 6/4; ; ; 8/5; ; 6/4; 8/5; 16/11; 8/5; 6/4; 167/100; 7/5; 8/5; ; ; ; ; 
Osasuna; 7/4; 15/8; ; 19/10; 15/8; 9/5; 9/5; ; 9/5; 19/10; 7/4; 15/8; ; ; 2; ; 9/5; 7/4; 9/5; 7/4; 9/5; 183/100; 6/4; 7/4; ; ; ; ; 
Draw; 23/10; 85/40; ; 2; 21/10; 11/5; 11/5; ; 11/5; 2; 2; 11/5; ; ; 2; ; 39/19; 11/5; 9/4; 11/5; 39/19; 23/10; 9/4; 11/5; ; ; ; ; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-28 20:27:08 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; 6/4; ; 31/20; 8/5; 6/4; 31/20; ; 8/5; 6/4; 29/20; 6/4; ; ; 8/5; ; 6/4; 8/5; 16/11; 8/5; 6/4; 167/100; 7/5; 8/5; ; ; ; ; 
Osasuna; 7/4; 15/8; ; 19/10; 15/8; 9/5; 9/5; ; 9/5; 19/10; 7/4; 15/8; ; ; 2; ; 24/13; 7/4; 9/5; 7/4; 24/13; 183/100; 6/4; 7/4; ; ; ; ; 
Draw; 23/10; 85/40; ; 2; 21/10; 11/5; 11/5; ; 11/5; 2; 2; 11/5; ; ; 2; ; 39/19; 11/5; 9/4; 11/5; 39/19; 23/10; 9/4; 11/5; ; ; ; ; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-29 00:26:59 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; 6/4; ; 31/20; 8/5; 6/4; 31/20; ; 8/5; 6/4; 29/20; 6/4; ; ; 8/5; 17/11; 6/4; 8/5; 16/11; 8/5; 6/4; 167/100; 7/5; 8/5; ; ; ; ; 
Osasuna; 7/4; 15/8; ; 19/10; 15/8; 20/11; 9/5; ; 9/5; 19/10; 7/4; 15/8; ; ; 2; 9/5; 19/10; 7/4; 9/5; 7/4; 19/10; 183/100; 6/4; 7/4; ; ; ; ; 
Draw; 23/10; 85/40; ; 2; 21/10; 11/5; 11/5; ; 11/5; 2; 2; 11/5; ; ; 2; 11/5; 2; 11/5; 9/4; 11/5; 2; 23/10; 9/4; 11/5; ; ; ; ; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-29 04:26:56 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; 6/4; ; 31/20; 8/5; 6/4; 31/20; ; 8/5; 6/4; 29/20; 6/4; ; ; 8/5; 17/11; 6/4; 8/5; 16/11; 8/5; 6/4; 167/100; 7/5; 8/5; ; ; ; ; 
Osasuna; 7/4; 15/8; ; 19/10; 15/8; 20/11; 9/5; ; 9/5; 19/10; 7/4; 15/8; ; ; 2; 15/8; 19/10; 7/4; 9/5; 7/4; 19/10; 183/100; 6/4; 7/4; ; ; ; ; 
Draw; 23/10; 85/40; ; 2; 21/10; 11/5; 11/5; ; 11/5; 2; 2; 11/5; ; ; 2; 11/5; 2; 11/5; 9/4; 11/5; 2; 23/10; 9/4; 11/5; ; ; ; ; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-29 08:27:12 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; 6/4; ; 31/20; 8/5; 6/4; 31/20; ; 8/5; 6/4; 29/20; 6/4; ; ; 8/5; 17/11; 6/4; 8/5; 16/11; 8/5; 6/4; 167/100; 7/5; 8/5; ; ; ; ; 
Osasuna; 7/4; 15/8; ; 19/10; 15/8; 20/11; 9/5; ; 9/5; 19/10; 7/4; 15/8; ; ; 2; 15/8; 19/10; 7/4; 9/5; 7/4; 19/10; 183/100; 6/4; 7/4; ; ; ; ; 
Draw; 23/10; 85/40; ; 2; 21/10; 11/5; 11/5; ; 11/5; 2; 2; 11/5; ; ; 2; 11/5; 2; 11/5; 9/4; 11/5; 2; 23/10; 9/4; 11/5; ; ; ; ; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-29 12:28:29 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; 6/4; 31/20; 31/20; 8/5; 6/4; 31/20; ; 8/5; 6/4; 29/20; 6/4; ; ; 8/5; 17/11; 6/4; 8/5; 16/11; 8/5; 6/4; 167/100; 7/5; 8/5; ; ; ; 7/5; 
Osasuna; 7/4; 15/8; 37/20; 19/10; 15/8; 9/5; 9/5; ; 9/5; 19/10; 7/4; 15/8; ; ; 2; 9/5; 24/13; 7/4; 9/5; 7/4; 24/13; 183/100; 6/4; 7/4; ; ; ; 17/10; 
Draw; 23/10; 85/40; 41/20; 2; 21/10; 11/5; 11/5; ; 11/5; 2; 2; 11/5; ; ; 2; 11/5; 39/19; 11/5; 9/4; 11/5; 39/19; 23/10; 9/4; 11/5; ; ; ; 15/8; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-29 16:28:57 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; 13/8; 31/20; 31/20; 8/5; 6/4; 31/20; ; 8/5; 6/4; 29/20; 6/4; 31/20; ; 8/5; 17/11; 6/4; 8/5; 16/11; 8/5; 6/4; 167/100; 7/5; 8/5; ; ; ; 7/5; 
Osasuna; 7/4; 9/5; 37/20; 19/10; 15/8; 20/11; 9/5; ; 9/5; 19/10; 7/4; 15/8; 9/5; ; 2; 9/5; 24/13; 7/4; 9/5; 7/4; 24/13; 183/100; 17/10; 7/4; ; ; ; 17/10; 
Draw; 23/10; 85/40; 41/20; 2; 21/10; 11/5; 11/5; ; 11/5; 2; 2; 11/5; 11/5; ; 2; 11/5; 39/19; 11/5; 9/4; 11/5; 39/19; 23/10; 11/5; 11/5; ; ; ; 15/8; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-29 20:28:21 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; 6/4; 31/20; 31/20; 6/4; 29/20; 31/20; 6/4; 8/5; 6/4; 29/20; 6/4; 31/20; 29/20; 8/5; 6/4; 6/4; 8/5; 16/11; 8/5; 6/4; 167/100; 11/8; 8/5; ; ; 6/4; ; 
Osasuna; 7/4; 15/8; 37/20; 19/10; 19/10; 20/11; 9/5; 9/5; 9/5; 19/10; 7/4; 15/8; 9/5; 7/4; 2; 15/8; 24/13; 7/4; 9/5; 7/4; 24/13; 183/100; 17/10; 7/4; ; ; 19/10; ; 
Draw; 23/10; 85/40; 41/20; 2; 11/5; 11/5; 11/5; 21/10; 11/5; 2; 2; 11/5; 11/5; 2; 2; 11/5; 39/19; 11/5; 9/4; 11/5; 39/19; 23/10; 9/4; 11/5; ; ; 19/10; ; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-30 00:27:40 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; 13/8; 8/5; 13/8; 13/8; 31/20; 8/5; 6/4; 8/5; 13/8; 31/20; 6/4; 31/20; 6/4; 8/5; 17/11; 17/11; 8/5; 16/11; 8/5; 17/11; 167/100; 7/5; 8/5; ; ; 6/4; 6/4; 
Osasuna; 7/4; 9/5; 7/4; 19/10; 15/8; 7/4; 7/4; 9/5; 9/5; 9/5; 17/10; 15/8; 9/5; 17/10; 2; 9/5; 9/5; 7/4; 9/5; 7/4; 9/5; 183/100; 8/5; 7/4; ; ; 9/5; 13/8; 
Draw; 23/10; 85/40; 41/20; 2; 21/10; 11/5; 11/5; 21/10; 11/5; 2; 2; 11/5; 11/5; 2; 2; 11/5; 39/19; 11/5; 9/4; 11/5; 39/19; 23/10; 9/4; 11/5; ; ; 19/10; 15/8; 
META; spain/copa-del-rey/osasuna-v-eibar; 2016-12-30 04:28:26 GMT+2; 2017-01-03 18:00; e70300-dr003
Eibar; 6/4; 13/8; 8/5; 13/8; 13/8; 31/20; 8/5; 6/4; 8/5; 13/8; 31/20; 6/4; 31/20; 6/4; 8/5; 17/11; 17/11; 8/5; 16/11; 8/5; 17/11; 167/100; 7/5; 8/5; ; ; 6/4; 6/4; 
